,id,ra,dec,photo_z,density,overdensity,s_cluster,s_filament,environment,group_id,n_g,galaxy_type
12923,645832,150.297179,2.279562,1.1361,3.99,2.02,0.356283,0.22243200000000002,cluster,6411.0,13.0,satellite
12925,733649,150.15948600000002,2.4112720000000003,0.828,3.26,1.29,0.01761,0.015303,field,3393.0,11.0,satellite
12930,881528,150.072114,2.635109,0.9161,8.85,3.71,0.270325,0.13559200000000002,cluster,4333.0,19.0,satellite
12932,645857,150.691484,2.280221,0.9828,3.56,1.53,0.0033950000000000004,0.382796,filament,4990.0,11.0,satellite
12933,733593,150.377638,2.4088689999999997,0.3587,9.35,3.75,0.188157,0.279407,filament,387.0,73.0,satellite
12938,645665,150.337049,2.279497,0.37,6.19,2.48,0.022199,0.042123,filament,510.0,30.0,satellite
12941,645327,149.81679599999998,2.278722,0.384,18.14,7.28,0.18726199999999998,0.059704999999999994,cluster,379.0,157.0,satellite
12942,645373,149.619943,2.2780419999999997,0.9967,3.44,1.48,0.006425,0.014582,field,4783.0,16.0,satellite
12943,733762,150.085835,2.408522,0.21,19.48,6.9,0.850827,0.150326,cluster,66.0,66.0,satellite
12945,645388,150.309512,2.279225,0.9658,6.7,2.89,0.41757299999999997,0.123682,cluster,5066.0,22.0,satellite
12946,645414,150.215126,2.279659,0.8523,20.34,8.14,0.666351,0.32343,cluster,3541.0,46.0,satellite
12950,881454,149.925326,2.636916,0.8803,16.75,6.84,0.5035,0.44005900000000003,cluster,3700.0,85.0,satellite
12954,422684,150.06452,1.935684,0.8299,6.14,2.44,0.031112,0.019693000000000002,field,3044.0,16.0,satellite
12957,733719,149.559168,2.411299,0.834,9.82,3.9,0.115752,0.149759,filament,3138.0,38.0,satellite
12966,645900,150.322245,2.280405,0.9948,11.73,5.04,0.39863899999999997,0.25753899999999996,cluster,5066.0,22.0,satellite
12968,389564,150.44560800000002,1.881402,0.6612,14.06,5.88,0.798096,0.312523,cluster,1835.0,27.0,satellite
12971,733452,149.588704,2.41198,0.8049,3.16,1.25,0.07607799999999999,0.177852,filament,2860.0,42.0,satellite
12976,881768,149.552302,2.6352700000000002,0.7234,17.86,7.21,0.141072,0.168397,filament,2455.0,30.0,satellite
12977,733414,149.440384,2.410158,0.4664,18.2,7.37,0.7515029999999999,0.382521,cluster,928.0,78.0,satellite
12981,389442,149.56973200000002,1.8810200000000001,0.6109,5.3,2.28,0.057057000000000004,0.072492,filament,1614.0,15.0,satellite
12982,674825,149.85011799999998,2.320216,0.3696,11.31,4.54,0.133352,0.099288,field,379.0,157.0,satellite
12983,389440,150.251474,1.8821849999999998,0.5162,3.68,1.47,0.015608000000000002,0.200712,filament,1182.0,10.0,satellite
12984,881866,149.914173,2.6378220000000003,0.906,6.97,2.9,0.520051,0.24536599999999997,cluster,3700.0,85.0,satellite
12985,389421,149.42089199999998,1.88303,0.9732,5.25,2.27,0.48787600000000003,0.126578,cluster,4537.0,31.0,satellite
12988,389406,150.088634,1.8805009999999998,0.5471,3.42,1.39,0.00216,0.404106,filament,1103.0,48.0,satellite
12989,389341,150.162598,1.881937,0.5277,12.16,4.81,0.35183200000000003,0.26960100000000004,cluster,1103.0,48.0,satellite
12990,389331,149.629628,1.881475,0.63,5.43,2.32,0.304109,0.346702,filament,1761.0,11.0,satellite
12994,646139,150.508638,2.281005,0.8154,5.72,2.27,0.007652,0.117378,filament,3187.0,14.0,satellite
12995,881618,149.964726,2.635811,0.9331,1.59,0.68,0.0,0.020519,field,3953.0,33.0,satellite
12998,733547,150.379581,2.412888,0.37,10.74,4.31,0.065357,0.031952999999999995,field,387.0,73.0,satellite
12999,645950,150.352255,2.280188,0.3638,7.22,2.9,0.0438,0.095312,filament,510.0,30.0,satellite
13002,645958,149.847505,2.277176,0.2629,6.24,2.35,0.176474,0.189848,filament,180.0,13.0,satellite
13003,733537,149.587029,2.4113700000000002,1.167,4.49,2.38,0.041571,0.159399,filament,6264.0,14.0,satellite
13004,645974,150.04734299999998,2.280513,0.7315,3.7,1.49,0.064213,0.111072,filament,2189.0,37.0,satellite
13006,646149,150.314186,2.279346,0.965,8.18,3.54,0.402033,0.11608299999999999,cluster,5066.0,22.0,satellite
13010,646033,150.218735,2.279713,0.8419,11.86,4.72,0.09804199999999999,0.050935,field,3541.0,46.0,satellite
13011,733507,149.44474499999998,2.4109130000000003,0.456,11.19,4.56,0.771275,0.280355,cluster,928.0,78.0,satellite
13013,733492,150.41366299999999,2.407492,0.3814,13.19,5.29,0.069864,0.01856,field,387.0,73.0,satellite
13014,389672,150.138063,1.881357,0.8177,13.6,5.39,0.087409,0.090137,filament,3039.0,14.0,satellite
13015,646076,149.766982,2.280638,0.9626,6.81,2.94,0.137844,0.08346,field,4576.0,28.0,satellite
13019,645992,149.767319,2.280449,0.9538,8.84,3.8,0.200796,0.120728,cluster,4576.0,28.0,satellite
13020,838673,150.027456,2.571501,0.8929,6.13,2.54,0.068195,0.342659,filament,3688.0,95.0,satellite
13021,372543,150.09217900000002,1.855609,0.5303,3.96,1.56,0.000478,0.4604,filament,1103.0,48.0,satellite
13024,617576,149.53178300000002,2.238388,0.9039,7.07,2.94,0.170461,0.216515,filament,4078.0,13.0,satellite
13028,962173,150.437281,2.764611,0.8353,3.36,1.33,0.049184,0.07022,filament,2774.0,90.0,satellite
13030,962178,150.490048,2.7638759999999998,1.1894,4.8,2.66,0.42632600000000004,0.284873,cluster,7022.0,10.0,satellite
13031,445281,149.421985,1.971816,0.9109,11.22,4.68,0.695576,0.21522,cluster,4119.0,20.0,satellite
13033,445274,150.364488,1.972247,1.109,13.69,6.69,0.725993,0.282673,cluster,6244.0,12.0,satellite
13037,312533,149.442588,1.760784,0.5853,9.27,3.98,0.622336,0.593016,cluster,1398.0,22.0,satellite
13038,445155,150.426568,1.9720400000000002,0.8571,10.12,4.05,0.635157,0.493065,cluster,3444.0,16.0,satellite
13041,962246,149.56785,2.764225,0.8601,8.28,3.32,0.295123,0.656067,filament,3709.0,16.0,satellite
13043,962318,150.39768899999999,2.761604,0.8201,26.62,10.55,0.45659700000000003,0.17314000000000002,cluster,2774.0,90.0,satellite
13048,617746,149.48968200000002,2.23745,0.9324,4.84,2.06,0.026868,0.162444,filament,4419.0,12.0,satellite
13049,901739,149.721662,2.6691290000000003,1.1288,2.59,1.29,0.083079,0.065623,field,6325.0,11.0,satellite
13050,445568,149.449119,1.973581,0.8968,3.83,1.58,0.18629300000000001,0.092815,cluster,4119.0,20.0,satellite
13052,961825,149.721365,2.76257,0.45,3.15,1.28,0.153222,0.099993,cluster,918.0,36.0,satellite
13055,312824,149.506947,1.7618470000000002,0.5807,14.17,6.02,0.49821800000000005,0.6329319999999999,filament,1363.0,18.0,satellite
13056,617513,150.490554,2.235369,0.8329,20.0,7.95,0.665549,0.291821,cluster,2856.0,160.0,satellite
13066,445715,150.263729,1.972509,0.9214,11.58,4.88,0.188203,0.493108,filament,4055.0,17.0,satellite
13067,445707,150.578191,1.9709139999999998,0.306,7.88,3.05,0.354543,0.474973,filament,244.0,21.0,satellite
13068,962027,150.737895,2.7619279999999997,0.3593,3.16,1.27,0.048479,0.097537,filament,435.0,13.0,satellite
13069,445697,149.728383,1.972947,0.6586,4.19,1.75,0.068868,0.08226599999999999,filament,2020.0,14.0,satellite
13072,962057,149.578148,2.764456,0.8735,7.4,3.01,0.436855,0.294729,cluster,3709.0,16.0,satellite
13081,729854,149.672381,2.404414,0.9713,5.93,2.57,0.078782,0.275863,filament,4586.0,83.0,satellite
13083,902213,150.36983999999998,2.669361,1.145,7.12,3.66,0.19338699999999998,0.432804,filament,6324.0,10.0,satellite
13084,311912,149.518324,1.761998,0.5531,16.21,6.67,0.6741729999999999,0.34470300000000004,cluster,1363.0,18.0,satellite
13087,729856,149.644957,2.405895,0.8339,4.39,1.74,0.13458699999999998,0.12266700000000001,field,2860.0,42.0,satellite
13088,311817,150.233322,1.760113,0.9136,7.24,3.03,0.42458999999999997,0.41837299999999994,cluster,4232.0,12.0,satellite
13092,729911,150.30813899999998,2.40525,0.6824,17.42,7.16,0.198712,0.309136,filament,2164.0,17.0,satellite
13093,902316,149.885113,2.668923,0.8792,9.17,3.75,0.18223399999999998,0.23091,filament,3700.0,85.0,satellite
13101,311811,150.415978,1.7611709999999998,0.8858,2.57,1.05,0.0012050000000000001,0.035173,filament,3718.0,23.0,satellite
13103,444237,150.4951,1.970178,0.6607,3.7,1.55,0.037446,0.158629,filament,1949.0,11.0,satellite
13105,729551,149.834477,2.405998,0.7196,7.8,3.15,0.020842,0.019622,field,2484.0,19.0,satellite
13107,444561,149.47181799999998,1.970823,0.614,3.0,1.29,0.010688,0.027722000000000004,filament,1434.0,20.0,satellite
13108,444932,149.42835300000002,1.9726259999999998,0.9824,2.97,1.28,0.034517,0.050776,filament,4972.0,10.0,satellite
13110,444896,149.443773,1.971697,0.958,3.31,1.43,0.0279,0.078284,filament,4972.0,10.0,satellite
13113,444807,149.754273,1.9690990000000002,0.6616,6.76,2.83,0.193735,0.160977,cluster,2020.0,14.0,satellite
13118,729575,149.569278,2.404289,0.8427,7.08,2.83,0.037204,0.315459,filament,3138.0,38.0,satellite
13119,729762,150.49793300000002,2.405929,0.9872,3.32,1.43,0.025297999999999998,0.11655399999999999,filament,4935.0,20.0,satellite
13125,901856,150.738347,2.669156,0.8035,8.78,3.48,0.173823,0.187946,filament,2920.0,40.0,satellite
13128,901891,149.427629,2.667713,0.9776,6.87,2.96,0.186641,0.19976300000000002,filament,5091.0,19.0,satellite
13129,901910,150.106412,2.666631,0.4803,1.56,0.62,0.0,0.025021,filament,991.0,54.0,satellite
13132,444720,149.449523,1.9708580000000002,0.6041,3.49,1.5,0.039837,0.088905,filament,1434.0,20.0,satellite
13133,729924,149.804193,2.403296,0.3456,4.43,1.77,0.119985,0.34437199999999996,filament,331.0,84.0,satellite
13134,961767,150.39503,2.763772,0.8161,22.23,8.81,0.520896,0.26014499999999996,cluster,2774.0,90.0,satellite
13140,917600,150.029291,2.690141,0.7357,7.86,3.14,0.055501999999999996,0.083785,filament,2563.0,10.0,satellite
13146,617181,149.656298,2.235859,0.992,4.08,1.75,0.139509,0.08150800000000001,field,4133.0,106.0,satellite
13148,313321,150.181656,1.7627419999999998,0.3417,29.81,11.88,0.7390800000000001,0.400475,cluster,362.0,62.0,satellite
13151,478575,150.544585,2.024331,0.8684,11.89,4.81,0.10445499999999999,0.41858999999999996,filament,3521.0,15.0,satellite
13152,917856,150.133024,2.689816,0.6705,5.85,2.42,0.08852,0.084225,field,2091.0,24.0,satellite
13155,313225,149.851507,1.773205,0.11,8.73,3.59,0.779116,0.277738,cluster,6.0,26.0,satellite
13156,478553,150.292854,2.023173,0.3161,8.53,3.33,0.06808099999999999,0.25809499999999996,filament,246.0,67.0,satellite
13157,617211,149.87338400000002,2.2370360000000002,0.938,3.42,1.47,0.02412,0.22032600000000002,filament,4481.0,16.0,satellite
13159,617220,149.83486200000002,2.2364610000000003,0.924,5.07,2.15,0.012145999999999999,0.213878,filament,4482.0,16.0,satellite
13165,917081,149.929591,2.689908,1.1233,4.08,2.03,0.415459,0.38896,cluster,6279.0,15.0,satellite
13166,917107,150.504335,2.691897,0.3557,7.39,2.96,0.24646300000000002,0.26112399999999997,filament,342.0,48.0,satellite
13167,617043,149.80819,2.234082,0.3847,7.41,2.97,0.14782,0.038002,cluster,379.0,157.0,satellite
13168,917134,149.839326,2.6937889999999998,0.27,16.84,6.33,0.829018,0.369191,cluster,196.0,14.0,satellite
13172,479002,150.541589,2.026818,0.8635,12.95,5.22,0.18649200000000002,0.479681,filament,3521.0,15.0,satellite
13181,478814,150.519917,2.027431,0.8375,2.13,0.85,0.0022660000000000002,0.004809000000000001,field,3521.0,15.0,satellite
13182,617095,149.83833,2.235284,0.9311,6.31,2.68,0.022316,0.257689,filament,4482.0,16.0,satellite
13189,312838,150.262545,1.7610119999999998,0.531,8.38,3.31,0.080234,0.27024499999999996,filament,1101.0,37.0,satellite
13190,917973,150.116507,2.692318,0.3535,13.93,5.58,0.775381,0.237485,cluster,357.0,65.0,satellite
13191,478509,149.526069,2.0261419999999997,0.9667,3.59,1.55,0.00479,0.11818599999999999,filament,4838.0,47.0,satellite
13194,961607,150.291783,2.7626020000000002,0.5936,2.71,1.17,0.057062,0.374368,filament,1603.0,12.0,satellite
13196,446204,150.53293200000002,1.972041,0.3781,4.75,1.91,0.011116,0.007006,field,532.0,12.0,satellite
13198,617421,150.17162,2.232197,0.6599,5.35,2.24,0.171195,0.256006,filament,1859.0,17.0,satellite
13199,961625,150.748866,2.7615540000000003,0.5988,2.69,1.16,0.019489,0.159115,filament,1601.0,20.0,satellite
13203,446225,150.363833,1.9728830000000002,1.1144,12.88,6.34,0.69822,0.271096,cluster,6244.0,12.0,satellite
13209,961641,150.40069599999998,2.760769,0.34,4.09,1.63,0.05214,0.064699,filament,396.0,13.0,satellite
13217,313194,150.247304,1.76125,0.5225,5.06,2.01,0.018754,0.38964299999999996,filament,1101.0,37.0,satellite
13218,446248,149.755729,1.9722330000000001,0.6607,7.84,3.28,0.250348,0.1535,cluster,2020.0,14.0,satellite
13221,313143,150.233077,1.763164,0.3305,4.9,1.94,0.290107,0.504274,filament,362.0,62.0,satellite
13222,478496,149.48986000000002,2.024667,0.9934,20.37,8.75,0.730646,0.265908,cluster,4838.0,47.0,satellite
13225,478419,150.629478,2.024566,0.4304,6.04,2.46,0.11262,0.540347,filament,737.0,26.0,satellite
13230,313088,150.174518,1.762032,0.3404,24.03,9.58,0.7098300000000001,0.408555,cluster,362.0,62.0,satellite
13235,446332,149.46608600000002,1.971998,0.911,5.89,2.45,0.164796,0.535604,filament,4119.0,20.0,satellite
13236,313051,150.181638,1.7621509999999998,0.3488,24.89,9.94,0.686574,0.367548,cluster,362.0,62.0,satellite
13241,617405,149.905439,2.2369060000000003,0.9433,2.54,1.09,0.000147,0.020516999999999997,field,4481.0,16.0,satellite
13244,617321,149.73120600000001,2.233806,0.3812,5.08,2.04,0.021381999999999998,0.06800199999999999,filament,535.0,18.0,satellite
13245,309524,150.18028600000002,1.754984,0.34,23.17,9.24,0.660762,0.404407,cluster,362.0,62.0,satellite
13251,731114,150.197496,2.4062330000000003,0.9053,7.61,3.16,0.263937,0.6709689999999999,filament,4024.0,20.0,satellite
13252,731117,150.171798,2.406888,0.8449,5.2,2.07,0.052242,0.13179100000000002,filament,3393.0,11.0,satellite
13253,310393,149.52399,1.757873,0.5649,36.49,15.19,0.774899,0.36847399999999997,cluster,1363.0,18.0,satellite
13259,932362,150.40209299999998,2.713476,0.3481,1.74,0.69,0.001308,0.002031,field,396.0,13.0,satellite
13264,839530,150.054628,2.571843,0.9078,8.7,3.62,0.163132,0.250092,filament,3688.0,95.0,satellite
13266,638787,150.673519,2.2687459999999997,0.9822,4.05,1.75,0.035858999999999995,0.36212,filament,4990.0,11.0,satellite
13267,839404,150.52480400000002,2.571255,0.3516,6.56,2.62,0.06477999999999999,0.15996300000000002,filament,355.0,37.0,satellite
13268,839395,149.99291200000002,2.574077,0.7054,13.91,5.68,0.164089,0.175053,filament,1886.0,377.0,satellite
13271,839349,150.02634799999998,2.571597,0.6963,4.71,1.93,0.0015300000000000001,0.202243,filament,1886.0,377.0,satellite
13273,310127,150.21801100000002,1.7584110000000002,0.9145,2.21,0.93,0.134733,0.193715,filament,4232.0,12.0,satellite
13274,310412,149.85181599999999,1.781062,0.1405,10.41,3.91,0.8364870000000001,0.21006,cluster,6.0,26.0,satellite
13275,731044,150.735558,2.407612,0.7598,12.58,4.96,0.551751,0.49814200000000003,cluster,2559.0,21.0,satellite
13276,868003,150.149876,2.617384,0.9003,4.02,1.67,0.058337,0.199081,filament,4034.0,43.0,satellite
13278,867937,150.054877,2.6141810000000003,0.6989,13.77,5.65,0.15252000000000002,0.21264499999999997,filament,1987.0,89.0,satellite
13279,730859,150.508265,2.4082369999999997,0.9975,1.35,0.58,0.000629,0.0973,filament,4935.0,20.0,satellite
13281,730873,149.835134,2.4072560000000003,0.7116,6.81,2.78,0.015262000000000001,0.020025,field,2484.0,19.0,satellite
13285,867875,150.550053,2.616362,0.6269,8.09,3.46,0.477333,0.320977,cluster,1480.0,80.0,satellite
13286,867833,149.93701399999998,2.615825,0.8883,6.54,2.69,0.13030799999999998,0.35183400000000004,filament,3700.0,85.0,satellite
13287,731110,149.89194799999999,2.405129,0.34,3.56,1.42,0.005529,0.233819,filament,379.0,157.0,satellite
13288,730910,149.59225700000002,2.407676,0.8019,3.49,1.38,0.053587,0.137984,filament,2860.0,42.0,satellite
13289,867799,150.727697,2.6164490000000002,0.6087,9.77,4.19,0.224358,0.49099499999999996,filament,1599.0,24.0,satellite
13291,730945,149.49768899999998,2.404318,0.4829,10.47,4.19,0.435188,0.366769,cluster,928.0,78.0,satellite
13292,867747,149.855583,2.617188,0.9775,7.83,3.37,0.115807,0.413267,filament,5216.0,12.0,satellite
13300,730929,149.604989,2.406272,0.8315,7.1,2.82,0.055564999999999996,0.261612,filament,2860.0,42.0,satellite
13302,310098,149.541114,1.7551849999999998,0.5698,14.1,5.89,0.458268,0.5799880000000001,filament,1363.0,18.0,satellite
13303,932651,150.373231,2.7151099999999997,0.9326,8.62,3.69,0.12091600000000001,0.284978,filament,4268.0,16.0,satellite
13305,309727,149.520981,1.756557,0.5614,27.48,11.38,0.816013,0.35704,cluster,1363.0,18.0,satellite
13308,838945,150.05468100000002,2.5728880000000003,0.8834,12.0,4.92,0.146498,0.406016,filament,3688.0,95.0,satellite
13310,960628,150.513476,2.760536,0.5987,8.04,3.45,0.20285,0.702023,filament,1602.0,16.0,satellite
13311,838926,149.439593,2.570374,0.3793,32.56,13.05,0.796111,0.530017,cluster,445.0,117.0,satellite
13316,838905,149.832122,2.569538,0.9748,12.52,5.4,0.468159,0.193472,cluster,4676.0,34.0,satellite
13317,838890,150.505769,2.568575,0.3303,6.21,2.45,0.24317800000000003,0.35079899999999997,filament,355.0,37.0,satellite
13318,639010,150.315622,2.269874,0.9712,5.0,2.16,0.49620600000000004,0.1464,cluster,5066.0,22.0,satellite
13319,838824,150.080752,2.571422,0.4962,6.27,2.5,0.4713,0.30217,cluster,991.0,54.0,satellite
13320,639042,149.757903,2.268598,0.9745,5.13,2.21,0.03767,0.093724,filament,4576.0,28.0,satellite
13321,309638,150.19155800000001,1.756675,0.3296,15.94,6.3,0.711538,0.473195,cluster,362.0,62.0,satellite
13323,838767,150.057264,2.572018,0.9178,6.46,2.72,0.059222000000000004,0.08878,filament,3688.0,95.0,satellite
13324,639157,150.537771,2.2690930000000002,0.9736,7.81,3.37,0.26084,0.174537,cluster,5064.0,11.0,satellite
13325,639185,150.29467,2.269277,1.136,7.6,3.84,0.554675,0.262957,cluster,6411.0,13.0,satellite
13328,960705,150.512326,2.759213,0.6162,8.35,3.58,0.287095,0.5801569999999999,filament,1602.0,16.0,satellite
13335,839164,150.064883,2.571297,0.6674,4.1,1.71,0.046497000000000004,0.251081,filament,1987.0,89.0,satellite
13336,932711,149.7093,2.716413,0.8401,5.88,2.34,0.063787,0.152587,filament,3420.0,22.0,satellite
13339,932715,150.093766,2.713549,0.3353,6.36,2.53,0.714541,0.322529,cluster,357.0,65.0,satellite
13340,932733,150.011106,2.714044,0.7296,2.72,1.09,0.009077,0.027864,filament,2563.0,10.0,satellite
13344,932809,149.72553,2.714619,0.8787,7.59,3.1,0.12059600000000001,0.17769300000000002,filament,3420.0,22.0,satellite
13345,638914,149.829252,2.267014,0.3668,12.49,5.01,0.25097600000000003,0.258735,filament,379.0,157.0,satellite
13346,839095,150.568548,2.572066,0.6004,5.63,2.42,0.10596900000000001,0.51683,filament,1480.0,80.0,satellite
13347,932840,150.165378,2.716352,0.9949,3.39,1.46,0.076364,0.23690100000000003,filament,5290.0,17.0,satellite
13348,839072,150.22125400000002,2.572389,0.8886,3.01,1.24,0.05701900000000001,0.147872,filament,3990.0,15.0,satellite
13349,932848,150.204971,2.716891,0.9395,3.02,1.29,0.000897,0.18367999999999998,filament,4375.0,16.0,satellite
13350,839056,150.182657,2.570721,0.9048,4.19,1.74,0.36185300000000004,0.303379,cluster,4034.0,43.0,satellite
13352,839016,150.06263,2.569618,0.8817,9.0,3.68,0.227885,0.374091,filament,3688.0,95.0,satellite
13353,932891,150.130578,2.713725,0.3302,10.84,4.28,0.6803,0.36628299999999997,cluster,357.0,65.0,satellite
13354,638944,149.75361,2.268557,0.9319,4.9,2.08,0.102243,0.070069,field,4576.0,28.0,satellite
13356,839101,149.535799,2.568947,0.3794,4.36,1.75,0.0,0.188367,filament,445.0,117.0,satellite
13357,444209,149.470421,1.9702709999999999,0.6108,3.26,1.4,0.009931,0.043121,filament,1434.0,20.0,satellite
13358,868113,149.85706499999998,2.6170009999999997,0.9832,7.89,3.39,0.09185,0.37104899999999996,filament,5216.0,12.0,satellite
13359,730774,150.413369,2.404804,0.23,5.89,2.13,0.037492000000000004,0.115842,filament,82.0,11.0,satellite
13361,902674,150.37368,2.671545,1.1316,5.9,2.94,0.164698,0.31859499999999996,filament,6324.0,10.0,satellite
13365,730181,150.30928899999998,2.404986,0.6805,17.59,7.23,0.197231,0.308315,filament,2164.0,17.0,satellite
